Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments,NumHA,NumAF,NumHF,NumDM,NumHC,NumHYP,NumIHD,NumOBESITY,NumSTROKE,NumPAD
2007,VA,Northeast,Medicare Only,931206,784300,433346,350954,0.0114,0.113,0.763,0.112,0.543,0.457,0.819,0.144,0.0163,0.0119,0.0004,0.0082,0.0087,0.0746,0.128,0.237,0.414,0.53,0.259,0.0357,0.0338,0.0688,470565.0,534970.0,628964.0,204953.0,350626.0,5945930463,1763483610.0,31411287.0,205653431.0,358172413.0,160523881.0,145440752.0,438114587.0,,,,,,,,,,8101.4922,69467.9676,119194.368,220695.822,385519.284,493539.18000000005,241182.35400000002,31474.762799999997,33244.054200000006,64066.9728
2007,VT,Northeast,Medicare Only,79480,73024,38629,34395,0.007,0.0873,0.79,0.116,0.52,0.48,0.981,0.0023,0.003,0.0048,0.0003,0.0087,0.0093,0.0776,0.102,0.185,0.333,0.434,0.227,0.0263,0.0309,0.0577,38955.0,47226.0,47054.0,14728.0,28093.0,471084387,161931961.0,1574479.0,8794135.0,26051874.0,8641068.0,8690664.0,32551003.0,,,,,,,,,,739.164,6167.648,8106.959999999999,14703.8,26466.84,34494.32,18041.96,2455.9320000000002,2090.324,4585.996
2007,WA,West,Medicare Only,771962,566112,300147,265965,0.0077,0.0917,0.768,0.132,0.529,0.471,0.919,0.0183,0.0261,0.0179,0.0077,0.0109,0.007,0.0788,0.122,0.191,0.331,0.411,0.216,0.0293,0.0237,0.0715,315459.0,362551.0,405017.0,137861.0,297793.0,4934711947,1233047301.0,24968549.0,122802050.0,261661433.0,134850456.0,92229766.0,302096650.0,,,,,,,,,,5403.734,60830.605599999995,94179.364,147444.742,255519.42200000002,317276.382,166743.792,18295.4994,22618.4866,55195.282999999996
2007,WI,Midwest,Medicare Only,755468,581326,325970,255356,0.0065,0.0756,0.785,0.133,0.545,0.455,0.954,0.0242,0.0038,0.0086,0.0043,0.0047,0.0081,0.077,0.129,0.206,0.361,0.464,0.253,0.0251,0.0429,0.082,321348.0,375997.0,426020.0,146910.0,273740.0,4950399898,1373748739.0,15940666.0,136452831.0,234143996.0,92597003.0,84718754.0,277889262.0,,,,,,,,,,6119.2908,58171.036,97455.372,155626.408,272723.948,350537.152,191133.404,32409.5772,18962.2468,61948.376000000004
2007,WV,Southeast,Medicare Only,309653,259888,133903,125985,0.0109,0.17,0.715,0.104,0.512,0.488,0.968,0.0223,0.0023,0.0029,0.0003,0.0046,0.0102,0.0628,0.14,0.262,0.423,0.535,0.318,0.0309,0.0333,0.0807,138107.0,169117.0,187496.0,72938.0,140054.0,2081601840,626753467.0,9362629.0,38811703.0,100199997.0,45899815.0,53351806.0,168105879.0,,,,,,,,,,3158.4606000000003,19446.2084,43351.420000000006,81129.08600000001,130983.219,165664.355,98469.654,10311.4449,9568.2777,24988.997099999997
2007,WY,West,Medicare Only,68318,61892,32265,29627,0.0081,0.0857,0.795,0.112,0.513,0.487,0.944,0.0045,0.0035,0.0338,0.0082,0.0059,0.007,0.0557,0.113,0.169,0.223,0.351,0.22,0.0225,0.0251,0.059,35302.0,38813.0,39118.0,17040.0,29142.0,414814033,145807386.0,1114995.0,10758187.0,29284420.0,11158968.0,19068412.0,31347023.0,,,,,,,,,,478.226,3805.3125999999997,7719.934,11545.742,15234.914,23979.618,15029.960000000001,1714.7818,1537.155,4030.7619999999997
2008,AK,West,Medicare Only,49121,43711,21333,22378,0.0095,0.0965,0.816,0.0777,0.481,0.519,0.803,0.0227,0.0207,0.0171,0.122,0.0139,0.006,0.0631,0.0954,0.18,0.261,0.373,0.191,0.0213,0.0393,0.0473,20370.0,25106.0,27286.0,7850.0,9671.0,292204562,125181879.0,1068365.0,7871532.0,18544201.0,8344214.0,5292287.0,14042886.0,,,,,,,,,,294.726,3099.5351,4686.1434,8841.779999999999,12820.581,18322.133,9382.111,1930.4553,1046.2773,2323.4233
2008,AL,Southeast,Medicare Only,644872,517120,276411,240709,0.0149,0.163,0.728,0.0941,0.525,0.475,0.825,0.163,0.0027,0.0041,0.0007,0.0041,0.0085,0.0669,0.149,0.256,0.411,0.56,0.297,0.0394,0.0334,0.0777,325413.0,363989.0,409348.0,158356.0,272652.0,4803816184,1239608972.0,39595712.0,162105004.0,262875364.0,140119968.0,120066962.0,353424637.0,,,,,,,,,,5481.412,43141.9368,96085.928,165087.232,265042.392,361128.32,191526.984,21538.7248,25407.9568,50106.5544
2008,AR,Southeast,Medicare Only,413174,345794,183299,162495,0.0124,0.151,0.737,0.099,0.519,0.481,0.906,0.0774,0.0029,0.0066,0.0032,0.0041,0.0085,0.0655,0.137,0.206,0.341,0.487,0.302,0.0354,0.0308,0.0697,203623.0,237303.0,269474.0,98406.0,186595.0,2761048662,784463822.0,24362504.0,93138819.0,161579170.0,77057011.0,80815366.0,227644505.0,,,,,,,,,,3511.9790000000003,27062.897,56604.838,85113.844,140892.334,201215.73799999998,124778.548,12725.7592,14626.3596,28798.2278
2008,AZ,Southwest,Medicare Only,755122,469801,244987,224814,0.0076,0.0941,0.786,0.112,0.524,0.476,0.871,0.0209,0.0096,0.0784,0.0134,0.0072,0.0074,0.0721,0.11,0.193,0.401,0.473,0.268,0.0346,0.035,0.0828,295349.0,320308.0,358927.0,112684.0,361032.0,5849210819,1208126786.0,18727695.0,124458807.0,292354147.0,166564572.0,93127975.0,354337296.0,,,,,,,,,,5587.9028,54444.2962,83063.42,145738.546,302803.922,357172.706,202372.69600000003,26429.270000000004,26127.2212,62524.1016
2008,CA,West,Medicare Only,3517923,1863143,989729,873414,0.006,0.0825,0.773,0.138,0.537,0.463,0.732,0.0536,0.0646,0.128,0.003,0.0181,0.0065,0.0724,0.134,0.2,0.383,0.458,0.262,0.0339,0.0342,0.0787,1079952.0,1167375.0,1307481.0,386389.0,1872012.0,29615756168,5163133730.0,107635117.0,498178304.0,1142584731.0,566843441.0,298091403.0,1756973638.0,,,,,,,,,,22866.499499999998,254697.6252,471401.68200000003,703584.6000000001,1347364.509,1611208.7340000002,921695.826,120312.9666,119257.5897,276860.54010000004
2008,CO,West,Medicare Only,529949,323368,171113,152255,0.0103,0.0938,0.78,0.116,0.536,0.464,0.87,0.0282,0.0115,0.0809,0.002,0.0077,0.006,0.0626,0.112,0.164,0.304,0.404,0.214,0.0266,0.0294,0.0581,190841.0,213051.0,240540.0,87646.0,252950.0,3917343848,770254437.0,16553863.0,87083154.0,169612595.0,68110270.0,97433903.0,274069587.0,,,,,,,,,,3179.694,33174.807400000005,59354.288,86911.636,161104.49599999998,214099.396,113409.086,15580.5006,14096.643399999999,30790.0369
2008,CT,Northeast,Medicare Only,471969,368058,206685,161373,0.0069,0.072,0.771,0.15,0.552,0.448,0.903,0.0495,0.0104,0.0272,0.0005,0.0099,0.0093,0.101,0.139,0.236,0.461,0.567,0.301,0.0353,0.0322,0.1,233377.0,257841.0,293466.0,85569.0,195344.0,3983290421,1190795066.0,27434356.0,117016049.0,213320494.0,110357651.0,56444638.0,237825874.0,,,,,,,,,,4389.311699999999,47668.869000000006,65603.691,111384.684,217577.709,267606.42299999995,142062.669,15197.4018,16660.505699999998,47196.9
2008,DC,Northeast,Medicare Only,57578,40415,23224,17191,0.0093,0.0659,0.748,0.177,0.565,0.435,0.346,0.602,0.0114,0.0216,0.0004,0.0182,0.0057,0.0486,0.134,0.236,0.344,0.507,0.249,0.0373,0.0316,0.0976,22879.0,27422.0,30155.0,8313.0,13899.0,403675891,147611595.0,2320894.0,7151920.0,21749978.0,12787600.0,5336397.0,17747679.0,,,,,,,,,,328.19460000000004,2798.2907999999998,7715.452,13588.408,19806.832,29192.046000000002,14336.922,1819.4648000000002,2147.6594,5619.612800000001
2008,DE,Northeast,Medicare Only,124383,112809,61194,51615,0.0079,0.101,0.782,0.109,0.537,0.463,0.851,0.117,0.0101,0.0131,0.0003,0.0083,0.0087,0.0861,0.138,0.275,0.564,0.604,0.336,0.0405,0.0543,0.117,72059.0,81561.0,89449.0,28576.0,46677.0,1007201530,342570407.0,5583506.0,23893992.0,68750006.0,37051070.0,20062472.0,62410993.0,,,,,,,,,,1082.1321,10709.3763,17164.854000000003,34205.325000000004,70152.01199999999,75127.332,41792.688,6753.9969,5037.5115000000005,14552.811000000002
2008,FL,Southeast,Medicare Only,2768383,1933643,1035091,898552,0.0062,0.0845,0.781,0.129,0.531,0.469,0.833,0.0677,0.0079,0.0833,0.0005,0.0076,0.0088,0.0882,0.14,0.247,0.528,0.566,0.38,0.0419,0.0397,0.101,1338007.0,1432604.0,1593387.0,540136.0,1287722.0,24979665526,4718105881.0,106895294.0,683365510.0,1609443493.0,879651194.0,436396813.0,1442636860.0,,,,,,,,,,24361.7704,244171.3806,387573.62000000005,683790.601,1461706.2240000002,1566904.778,1051985.54,109904.8051,115995.24769999999,279606.683
2008,GA,Southeast,Medicare Only,950256,788867,427178,361689,0.0118,0.129,0.762,0.097,0.535,0.465,0.789,0.185,0.0087,0.0111,0.0004,0.006,0.0081,0.0656,0.127,0.247,0.431,0.567,0.273,0.0357,0.038,0.0803,481888.0,546974.0,626370.0,226234.0,418368.0,6979689427,1873719546.0,47526514.0,206085667.0,428923086.0,206410498.0,176013450.0,577493874.0,,,,,,,,,,7697.0736,62336.793600000005,120682.512,234713.232,409560.336,538795.152,259419.888,36109.727999999996,33924.139200000005,76305.55679999999
2008,HI,West,Medicare Only,170924,88509,45827,42682,0.0058,0.0648,0.784,0.145,0.534,0.466,0.263,0.0063,0.561,0.0542,0.0005,0.115,0.007,0.0525,0.101,0.253,0.518,0.537,0.221,0.0346,0.0202,0.0456,42733.0,53795.0,65460.0,14723.0,91271.0,1067144867,189969824.0,2443312.0,11731560.0,34037603.0,13849099.0,7409345.0,93390804.0,,,,,,,,,,1196.468,8973.51,17263.324,43243.772,88538.632,91786.18800000001,37774.204,3452.6648,5913.9704,7794.1344
2008,IA,Midwest,Medicare Only,451175,375487,211184,164303,0.0052,0.0643,0.778,0.153,0.552,0.448,0.976,0.0095,0.0031,0.006,0.0007,0.0044,0.0092,0.0795,0.129,0.213,0.376,0.495,0.268,0.0275,0.0332,0.108,230291.0,256579.0,279964.0,108876.0,249946.0,3008912426,880351594.0,11372795.0,94350606.0,156834709.0,66970069.0,71256704.0,249006016.0,,,,,,,,,,4150.8099999999995,35868.4125,58201.575000000004,96100.275,169641.8,223331.625,120914.90000000001,14979.01,12407.3125,48726.9
2008,ID,West,Medicare Only,192798,135963,70221,65741,0.008,0.0917,0.78,0.12,0.514,0.486,0.958,0.0017,0.0058,0.0213,0.0064,0.0066,0.006,0.0688,0.121,0.198,0.31,0.414,0.22,0.0246,0.0298,0.0369,77352.0,83429.0,92877.0,36739.0,87770.0,1220193381,259913796.0,5059563.0,17625509.0,58932541.0,20297496.0,30412575.0,93741138.0,,,,,,,,,,1156.788,13264.5024,23328.558,38174.004,59767.38,79818.372,42415.56,5745.3804,4742.8308,7114.2462000000005
2008,IL,Midwest,Medicare Only,1545483,1298344,729404,568940,0.0079,0.077,0.775,0.14,0.554,0.446,0.841,0.0974,0.0142,0.0388,0.0003,0.0082,0.0092,0.0794,0.152,0.236,0.422,0.546,0.3,0.0371,0.0421,0.0997,768977.0,878542.0,976014.0,341941.0,652649.0,12215743524,3750109955.0,55431735.0,349398532.0,680940745.0,293711901.0,238439479.0,808401091.0,,,,,,,,,,14218.4436,122711.3502,234913.416,364733.98799999995,652193.826,843833.7180000001,463644.89999999997,65064.834299999995,57337.4193,154084.6551
2008,IN,Midwest,Medicare Only,858213,704407,390652,313755,0.0105,0.0983,0.769,0.122,0.548,0.452,0.923,0.0561,0.0043,0.0115,0.0003,0.0051,0.0096,0.0713,0.151,0.249,0.406,0.542,0.303,0.0359,0.0439,0.0929,419911.0,480194.0,530365.0,207155.0,359716.0,6321450644,1771750707.0,27921279.0,202715833.0,319628573.0,148654014.0,156743368.0,464136158.0,,,,,,,,,,8238.844799999999,61190.5869,129590.163,213695.037,348434.478,465151.44600000005,260038.539,37675.5507,30809.846700000002,79727.9877
2008,KS,Midwest,Medicare Only,377848,323313,180011,143302,0.008,0.0832,0.765,0.144,0.548,0.452,0.928,0.0357,0.0059,0.0203,0.0039,0.006,0.0086,0.0729,0.14,0.215,0.364,0.505,0.28,0.032,0.0352,0.087,198557.0,230921.0,249109.0,94297.0,192474.0,2781549408,770830388.0,18955419.0,103038556.0,159130074.0,75067442.0,74851345.0,227347004.0,,,,,,,,,,3249.4928,27545.1192,52898.72000000001,81237.31999999999,137536.672,190813.24,105797.44000000002,13300.249600000001,12091.136,32872.776
2008,KY,Southeast,Medicare Only,591606,477646,249926,227720,0.0145,0.168,0.718,0.0998,0.521,0.479,0.943,0.0459,0.0027,0.0033,0.0003,0.0044,0.0105,0.067,0.147,0.248,0.425,0.554,0.314,0.0336,0.0425,0.0863,281632.0,327334.0,373433.0,146344.0,239698.0,4326290258,1277569176.0,20209165.0,109156361.0,213673037.0,107063295.0,121991656.0,338291955.0,,,,,,,,,,6211.863,39637.602,86966.082,146718.288,251432.55,327749.72400000005,185764.284,25143.255,19877.9616,51055.5978
2008,LA,Southeast,Medicare Only,511873,369682,192158,177524,0.011,0.128,0.749,0.112,0.516,0.484,0.778,0.19,0.0045,0.0203,0.0009,0.0062,0.0076,0.0702,0.15,0.242,0.4,0.561,0.322,0.0374,0.0409,0.091,217466.0,255263.0,273058.0,102552.0,225862.0,4238274611,889639461.0,38260213.0,94139188.0,187936306.0,103564543.0,84655778.0,298580705.0,,,,,,,,,,3890.2348,35933.484599999996,76780.95,123873.266,204749.2,287160.753,164823.106,20935.6057,19144.0502,46580.443
2008,MA,Northeast,Medicare Only,817016,575887,323932,251955,0.0065,0.0745,0.77,0.149,0.554,0.446,0.934,0.0262,0.0103,0.0178,0.0003,0.0111,0.0097,0.0984,0.139,0.213,0.437,0.548,0.285,0.0365,0.04,0.105,355844.0,400159.0,433358.0,127772.0,337762.0,6964777739,1786143073.0,50789844.0,83940060.0,286447788.0,138052216.0,77108627.0,369295373.0,,,,,,,,,,7925.0552,80394.3744,113565.22400000002,174024.408,357035.992,447724.76800000004,232849.55999999997,32680.64,29821.084,85786.68
2008,MD,Southeast,Medicare Only,674273,566023,319013,247010,0.0081,0.0866,0.775,0.13,0.553,0.447,0.751,0.203,0.0212,0.0144,0.0004,0.0105,0.0097,0.0773,0.146,0.259,0.476,0.581,0.307,0.043,0.0486,0.128,360717.0,403638.0,456975.0,145218.0,215790.0,6118420446,2424044913.0,13020352.0,152248462.0,354384308.0,216877696.0,102289092.0,302208656.0,,,,,,,,,,6540.4481000000005,52121.302899999995,98443.858,174636.707,320953.948,391752.61299999995,207001.811,32769.667799999996,28993.738999999998,86306.944
2008,ME,Northeast,Medicare Only,175112,151911,78782,73129,0.0084,0.105,0.775,0.112,0.51,0.49,0.984,0.0022,0.0026,0.003,0.0014,0.0071,0.0105,0.081,0.105,0.199,0.416,0.483,0.246,0.0276,0.0383,0.0673,82321.0,98340.0,99710.0,33019.0,60263.0,1039498828,321816784.0,4083128.0,24765768.0,57985843.0,22407359.0,20692265.0,60799063.0,,,,,,,,,,1838.6760000000002,14184.072,18386.76,34847.288,72846.59199999999,84579.09599999999,43077.551999999996,6706.7896,4833.0912,11785.0376
2008,MI,Midwest,Medicare Only,1399643,1010430,546955,463475,0.0093,0.107,0.758,0.126,0.543,0.457,0.878,0.0945,0.0061,0.0123,0.0025,0.0067,0.0108,0.0757,0.17,0.283,0.427,0.549,0.373,0.0387,0.0419,0.101,634523.0,722977.0,750859.0,313620.0,537804.0,11722598721,3089349164.0,54081177.0,260653811.0,598659805.0,290511078.0,220822106.0,613074051.0,,,,,,,,,,15116.144400000001,105952.97510000001,237939.31000000003,396098.969,597647.561,768404.0070000001,522066.839,58645.0417,54166.1841,141363.943
2008,MN,Midwest,Medicare Only,656887,412793,224832,187961,0.0065,0.0697,0.786,0.138,0.54,0.46,0.967,0.0105,0.006,0.0058,0.0045,0.0066,0.0087,0.0769,0.114,0.187,0.306,0.423,0.224,0.0259,0.0374,0.0556,233005.0,276302.0,302825.0,110780.0,364182.0,4647186456,1269993118.0,17201608.0,95468242.0,176911143.0,73985202.0,65844401.0,352696683.0,,,,,,,,,,5714.916899999999,50514.6103,74885.118,122837.869,201007.422,277863.201,147142.688,24567.573800000002,17013.3733,36522.917199999996
2008,MO,Midwest,Medicare Only,833477,624002,340439,283563,0.0097,0.106,0.762,0.122,0.541,0.459,0.915,0.0666,0.0042,0.0077,0.0013,0.0047,0.0093,0.0725,0.139,0.228,0.388,0.521,0.294,0.0364,0.039,0.103,369147.0,424373.0,471756.0,171837.0,405809.0,6152010976,1559135363.0,28061579.0,147188611.0,293584790.0,127515592.0,135174073.0,461234878.0,,,,,,,,,,7751.3360999999995,60427.0825,115853.30300000001,190032.756,323389.076,434241.517,245042.23799999998,32505.603,30338.5628,85848.131
2008,MS,Southeast,Medicare Only,354098,308706,163905,144801,0.014,0.157,0.734,0.0953,0.524,0.476,0.792,0.196,0.0028,0.0045,0.0012,0.004,0.0086,0.0576,0.136,0.236,0.331,0.533,0.269,0.0335,0.0337,0.0646,180688.0,209260.0,239131.0,96041.0,164201.0,2613933743,734337778.0,29326972.0,81441881.0,136766546.0,67925488.0,79240912.0,224703523.0,,,,,,,,,,3045.2428,20396.0448,48157.328,83567.128,117206.43800000001,188734.234,95252.36200000001,11933.1026,11862.283000000001,22874.7308
2008,MT,West,Medicare Only,146399,117220,60915,56305,0.007,0.0926,0.775,0.125,0.512,0.488,0.955,0.0016,0.0029,0.0077,0.0263,0.0064,0.0071,0.0695,0.119,0.174,0.265,0.399,0.218,0.0262,0.0288,0.0499,65983.0,75316.0,72361.0,31548.0,67144.0,897894537,241602027.0,2868144.0,28396791.0,51329560.0,16381959.0,26304768.0,73057728.0,,,,,,,,,,1039.4329,10174.730500000001,17421.481,25473.426,38795.735,58413.201,31914.982,4216.2912,3835.6538,7305.3101
2008,NC,Southeast,Medicare Only,1163748,929560,508952,420608,0.0089,0.126,0.765,0.0996,0.541,0.459,0.839,0.139,0.0048,0.0073,0.003,0.0069,0.0088,0.0695,0.119,0.246,0.417,0.528,0.253,0.032,0.0359,0.0616,577898.0,653714.0,761672.0,277268.0,523488.0,8345175298,2239180964.0,31632707.0,231973828.0,446354738.0,216183446.0,213448843.0,692043657.0,,,,,,,,,,10240.9824,80880.486,138486.012,286282.008,485282.91599999997,614458.944,294428.244,41778.5532,37239.936,71686.8768
2008,ND,Midwest,Medicare Only,96417,83862,46342,37520,0.0068,0.0693,0.773,0.151,0.541,0.459,0.969,0.0015,0.0021,0.003,0.0185,0.0062,0.0092,0.0663,0.136,0.211,0.361,0.475,0.269,0.0218,0.0333,0.0581,46531.0,58718.0,57049.0,24355.0,58616.0,617651633,185672516.0,2663443.0,17930187.0,33131435.0,11054277.0,15032214.0,62012412.0,,,,,,,,,,887.0364,6392.447099999999,13112.712000000001,20343.987,34806.537,45798.075,25936.173000000003,3210.6861000000004,2101.8906,5601.8277
2008,NE,Midwest,Medicare Only,243682,202403,112893,89509,0.0066,0.0725,0.776,0.145,0.547,0.453,0.951,0.0219,0.0044,0.0138,0.0026,0.0057,0.008,0.0826,0.13,0.199,0.323,0.462,0.268,0.0262,0.034,0.0618,123145.0,140779.0,156025.0,56372.0,131341.0,1756668226,502250862.0,5731344.0,61419251.0,95821075.0,36825356.0,41743758.0,143252624.0,,,,,,,,,,1949.4560000000001,20128.1332,31678.66,48492.718,78709.28600000001,112581.084,65306.776000000005,8285.188,6384.468400000001,15059.5476
2008,NH,Northeast,Medicare Only,190852,165788,90529,75259,0.0146,0.109,0.758,0.119,0.535,0.465,0.969,0.0123,0.0047,0.0071,0.0004,0.0071,0.0082,0.0852,0.114,0.215,0.437,0.514,0.248,0.0308,0.0409,0.0728,92512.0,110002.0,107077.0,38266.0,66567.0,1293363494,386783382.0,11989574.0,18276799.0,67987264.0,25782522.0,26851024.0,83845511.0,,,,,,,,,,1564.9864000000002,16260.5904,21757.128,41033.18,83402.324,98097.928,47331.296,7805.846799999999,5878.2416,13894.0256
2008,NJ,Northeast,Medicare Only,1143236,937732,531339,406393,0.0084,0.0868,0.766,0.139,0.558,0.442,0.826,0.0904,0.0217,0.051,0.0003,0.0106,0.0096,0.0941,0.179,0.279,0.515,0.596,0.384,0.0438,0.0425,0.164,614487.0,659067.0,764677.0,217476.0,458530.0,10469668811,3109396044.0,87670080.0,271782349.0,663355227.0,398687138.0,148671736.0,695598084.0,,,,,,,,,,10975.0656,107578.5076,204639.24399999998,318962.84400000004,588766.54,681368.656,439002.624,48587.530000000006,50073.7368,187490.704
2008,NM,Southwest,Medicare Only,245207,167743,85732,82011,0.0098,0.114,0.768,0.108,0.512,0.488,0.679,0.0146,0.0059,0.258,0.0361,0.0065,0.007,0.0478,0.119,0.204,0.321,0.425,0.225,0.0259,0.0387,0.0616,88224.0,101238.0,109278.0,42524.0,113269.0,1571822040,341427526.0,6163299.0,33682620.0,68545307.0,31905007.0,41822370.0,109283567.0,,,,,,,,,,1716.449,11720.894600000001,29179.632999999998,50022.227999999996,78711.447,104212.97499999999,55171.575000000004,9489.5109,6350.8613,15104.7512
2008,NV,West,Medicare Only,306011,188596,94180,94416,0.0099,0.102,0.801,0.087,0.504,0.496,0.815,0.0598,0.0365,0.0679,0.0058,0.0148,0.0068,0.0587,0.113,0.208,0.384,0.464,0.255,0.0338,0.0355,0.0818,104853.0,120475.0,131157.0,43859.0,134402.0,2397586517,461415232.0,13834126.0,46845207.0,112215966.0,72253631.0,45414027.0,137341201.0,,,,,,,,,,2080.8748,17962.8457,34579.243,63650.288,117508.224,141989.10400000002,78032.80500000001,10863.3905,10343.171799999998,25031.6998
2008,NY,Northeast,Medicare Only,2305769,1479815,816507,663308,0.0077,0.102,0.754,0.135,0.548,0.452,0.813,0.0985,0.0197,0.0536,0.0011,0.0141,0.0088,0.0839,0.158,0.261,0.464,0.539,0.345,0.0368,0.0376,0.121,910762.0,1013445.0,1128154.0,332273.0,938928.0,19597518353,4762672142.0,177862060.0,366616603.0,1016833604.0,597017235.0,224943508.0,1214658641.0,,,,,,,,,,20290.767200000002,193454.0191,364311.502,601805.709,1069876.816,1242809.4910000002,795490.3049999999,86696.91440000001,84852.2992,278998.049
2008,OH,Midwest,Medicare Only,1626298,1107678,600810,506868,0.0089,0.0866,0.776,0.129,0.548,0.452,0.905,0.0753,0.0054,0.0077,0.0003,0.0063,0.0095,0.0794,0.15,0.252,0.449,0.563,0.314,0.0372,0.0425,0.101,683703.0,769416.0,844469.0,318395.0,614349.0,12846210364,2994240915.0,81383049.0,262289580.0,551656837.0,246289706.0,229252255.0,721031630.0,,,,,,,,,,15449.831,129128.0612,243944.69999999998,409827.096,730207.802,915605.7739999999,510657.572,69117.66500000001,60498.285599999996,164256.098
2008,OK,Southwest,Medicare Only,496726,401673,215433,186240,0.01,0.114,0.765,0.11,0.53,0.47,0.871,0.0427,0.0046,0.0116,0.0642,0.0054,0.0093,0.0621,0.156,0.221,0.364,0.521,0.315,0.0356,0.0351,0.0799,235931.0,272975.0,301793.0,113710.0,227322.0,3685899975,948435177.0,28850987.0,116100704.0,188333715.0,92527094.0,95477536.0,284636369.0,,,,,,,,,,4619.551799999999,30846.6846,77489.256,109776.446,180808.264,258794.246,156468.69,17435.082599999998,17683.4456,39688.4074
2008,OR,West,Medicare Only,523263,287198,148177,139021,0.0069,0.0868,0.769,0.138,0.529,0.471,0.948,0.0087,0.0125,0.0165,0.0063,0.008,0.0079,0.074,0.117,0.19,0.326,0.414,0.203,0.0275,0.0349,0.0607,153518.0,171867.0,195575.0,69386.0,276390.0,3601037611,627422988.0,7442236.0,63165101.0,121943607.0,45438926.0,53597597.0,263491456.0,,,,,,,,,,4133.777700000001,38721.462,61221.771,99419.97,170583.738,216630.88199999998,106222.38900000001,18261.8787,14389.7325,31762.0641
2008,PA,Northeast,Medicare Only,1951443,1182712,661087,521625,0.007,0.0891,0.762,0.142,0.554,0.446,0.918,0.0592,0.0066,0.0102,0.0002,0.0059,0.0102,0.0914,0.152,0.25,0.46,0.56,0.325,0.0425,0.0382,0.171,737342.0,787105.0,848311.0,305267.0,993224.0,16682408248,3292227379.0,74694788.0,323164291.0,636556058.0,272854536.0,210688378.0,1281425959.0,,,,,,,,,,19904.7186,178361.8902,296619.336,487860.75,897663.78,1092808.08,634218.975,74545.1226,82936.3275,333696.753
2008,RI,Northeast,Medicare Only,147131,78120,43316,34804,0.008,0.104,0.739,0.149,0.553,0.447,0.933,0.021,0.0068,0.0262,0.0011,0.012,0.0098,0.0893,0.134,0.224,0.474,0.571,0.3,0.035,0.0269,0.165,47601.0,52878.0,58478.0,17524.0,79635.0,1176113890,231060534.0,6772518.0,13092975.0,41358956.0,20725488.0,10464821.0,84124964.0,,,,,,,,,,1441.8838,13138.7983,19715.554,32957.344,69740.094,84011.80099999999,44139.299999999996,3957.8239,5149.585,24276.615
2008,SC,Southeast,Medicare Only,609215,512422,277066,235356,0.0093,0.133,0.761,0.0963,0.533,0.467,0.81,0.174,0.0038,0.0066,0.0005,0.005,0.0076,0.0695,0.123,0.251,0.452,0.569,0.271,0.0366,0.0337,0.075,324492.0,362060.0,419170.0,149693.0,241295.0,4489663323,1238182185.0,23923308.0,152462249.0,268287141.0,134162144.0,118962739.0,343346406.0,,,,,,,,,,4630.034,42340.442500000005,74933.44499999999,152912.965,275365.18,346643.33499999996,165097.265,20530.5455,22297.269,45691.125
2008,SD,Midwest,Medicare Only,117924,100174,54875,45299,0.0064,0.0715,0.78,0.142,0.533,0.467,0.962,0.0022,0.0026,0.0036,0.0247,0.005,0.0077,0.0649,0.123,0.185,0.31,0.438,0.226,0.0222,0.0333,0.0574,57297.0,67461.0,75099.0,27218.0,65243.0,750709218,213654117.0,3676657.0,22785594.0,41105243.0,16402739.0,20006165.0,67896943.0,,,,,,,,,,908.0148,7653.2676,14504.652,21815.94,36556.44,51650.712,26650.824,3926.8692000000005,2617.9128,6768.8376
2008,TN,Southeast,Medicare Only,779328,581135,316697,264438,0.0052,0.104,0.785,0.106,0.539,0.461,0.906,0.0808,0.0037,0.0046,0.0004,0.0045,0.0094,0.0706,0.137,0.237,0.399,0.542,0.291,0.0361,0.0311,0.076,358260.0,406846.0,470356.0,174016.0,368519.0,5715916756,1371293234.0,39820369.0,163240593.0,262573435.0,131451337.0,137827959.0,463087245.0,,,,,,,,,,7325.6832,55020.5568,106767.936,184700.736,310951.87200000003,422395.776,226784.44799999997,24237.1008,28133.7408,59228.928
